,master_order_id,master_order_status,created,order_id,order_status,ordereditem_quantity,prod_names,ordereditem_unit_price_net,ordereditem_product_id,value,group,dist_names,retailer_names,bill_amount
10704,26900,processed,3/15/2018 16:04,27961,processed,1,ProdName1381,138.57,4745,138.57,Hyderabad,DistName3,RetailerID37,497.15
10705,26899,processed,3/15/2018 15:51,27960,processed,1,ProdName1454,93.21,4639,93.21,Hyderabad,DistName1,RetailerID86,1501.7
10706,26899,processed,3/15/2018 15:51,27960,processed,1,ProdName2213,72.86,7705,72.86,Hyderabad,DistName1,RetailerID13,1501.7
10707,26899,processed,3/15/2018 15:51,27960,processed,1,ProdName4274,50.36,23021,50.36,Hyderabad,DistName3,RetailerID37,1501.7
10708,26901,processed,3/15/2018 16:14,27963,processed,1,ProdName350,361.07,2816,361.07,Hyderabad,DistName1,RetailerID79,1861.15
10709,26907,processed,3/15/2018 17:54,27970,processed,1,ProdName311,61.29,1703,61.29,Hyderabad,DistName3,RetailerID61,1440.44
10710,26907,processed,3/15/2018 17:54,27970,processed,4,ProdName497,35.71,6766,142.84,Hyderabad,DistName1,RetailerID202,1440.44
10711,26905,processed,3/15/2018 17:17,27968,processed,2,ProdName4275,71.07,1059,142.14,Hyderabad,DistName1,RetailerID72,3070.51
10712,26903,processed,3/15/2018 16:43,27966,processed,1,ProdName3173,267.86,7980,267.86,Hyderabad,DistName1,RetailerID21,2154.95
10713,26900,processed,3/15/2018 16:04,27961,processed,5,ProdName1724,23,757,115,Hyderabad,DistName1,RetailerID42,497.15
10714,26900,processed,3/15/2018 16:04,27962,processed,1,ProdName4276,109.29,47338,109.29,Hyderabad,DistName10,RetailerID134,1131.78
