,master_order_id,master_order_status,created,order_id,order_status,ordereditem_quantity,prod_names,ordereditem_unit_price_net,ordereditem_product_id,value,group,dist_names,retailer_names,bill_amount
1,25651,delivered,12/18/2017 10:41,25651,delivered,5,ProdName1,43,1744,215,Hyderabad,DistName1,RetailerID2,809
2,25651,delivered,12/18/2017 10:41,25651,delivered,5,ProdName2,35.54,965,177.7,Hyderabad,DistName1,RetailerID2,809
3,25651,delivered,12/18/2017 10:41,25651,delivered,2,ProdName3,52.8,705,105.6,Hyderabad,DistName3,RetailerID29,809
4,25651,delivered,12/18/2017 10:41,25651,delivered,2,ProdName4,118.28,264,236.56,Hyderabad,DistName1,RetailerID87,809
5,25651,delivered,12/18/2017 10:41,25651,delivered,3,ProdName5,32.22,1025,96.66,Hyderabad,DistName4,RetailerID118,809
6,25651,delivered,12/18/2017 10:41,25651,delivered,2,ProdName6,12.6,NA,25.2,Hyderabad,DistName7,RetailerID112,809
7,25652,delivered,12/19/2017 6:48,25652,delivered,2,ProdName7,107.86,5192,215.72,Hyderabad,DistName1,RetailerID116,566
8,25652,delivered,12/19/2017 6:48,25652,delivered,3,ProdName8,31.25,5452,93.75,Hyderabad,DistName6,RetailerID55,566
9,25652,delivered,12/19/2017 6:48,25652,delivered,2,ProdName9,61.88,4383,123.76,Hyderabad,DistName1,RetailerID13,566
10,25654,delivered,12/19/2017 7:57,25654,delivered,5,ProdName10,19.44,922,97.2,Hyderabad,DistName1,RetailerID56,468
11,25654,delivered,12/19/2017 7:57,25654,delivered,1,ProdName11,80,4049,80,Hyderabad,DistName1,RetailerID141,468
12,25654,delivered,12/19/2017 7:57,25654,delivered,1,ProdName12,85.59,2242,85.59,Hyderabad,DistName3,RetailerID37,468
13,25654,delivered,12/19/2017 7:57,25654,delivered,1,ProdName13,77.86,2747,77.86,Hyderabad,DistName1,RetailerID16,468
14,25654,delivered,12/19/2017 7:57,25654,delivered,2,ProdName14,36.15,851,72.3,Hyderabad,DistName3,RetailerID34,468
15,25653,delivered,12/19/2017 7:31,25653,delivered,1,ProdName15,33.65,1093,33.65,Hyderabad,DistName3,RetailerID44,1519
16,25653,delivered,12/19/2017 7:31,25653,delivered,1,ProdName16,497.14,5581,497.14,Hyderabad,DistName1,RetailerID21,1519
17,25653,delivered,12/19/2017 7:31,25653,delivered,2,ProdName17,16.07,667,32.14,Hyderabad,DistName1,RetailerID149,1519
18,25653,delivered,12/19/2017 7:31,25653,delivered,2,ProdName18,31.5,122,63,Hyderabad,DistName1,RetailerID79,1519
19,25653,delivered,12/19/2017 7:31,25653,delivered,3,ProdName14,36.15,851,108.45,Hyderabad,DistName3,RetailerID34,1519
20,25653,delivered,12/19/2017 7:31,25653,delivered,3,ProdName19,18.04,1844,54.12,Hyderabad,DistName1,RetailerID58,1519
21,25653,delivered,12/19/2017 7:31,25653,delivered,3,ProdName20,4.64,828,13.92,Hyderabad,DistName9,RetailerID81,1519
22,25653,delivered,12/19/2017 7:31,25653,delivered,1,ProdName21,114.2,218,114.2,Hyderabad,DistName4,RetailerID181,1519
23,25653,delivered,12/19/2017 7:31,25653,delivered,2,ProdName22,38.03,1343,76.06,Hyderabad,DistName1,RetailerID177,1519
24,25653,delivered,12/19/2017 7:31,25653,delivered,3,ProdName23,19.83,10,59.49,Hyderabad,DistName3,RetailerID44,1519
25,25653,delivered,12/19/2017 7:31,25653,delivered,2,ProdName24,71.89,5348,143.78,Hyderabad,DistName3,RetailerID27,1519
26,25653,delivered,12/19/2017 7:31,25653,delivered,2,ProdName25,29.7,2667,59.4,Hyderabad,DistName3,RetailerID101,1519
27,25655,delivered,12/19/2017 8:49,25655,delivered,2,ProdName26,42.07,261,84.14,Hyderabad,DistName1,RetailerID109,1159
28,25655,delivered,12/19/2017 8:49,25655,delivered,10,ProdName27,36.33,744,363.3,Hyderabad,DistName3,RetailerID123,1159
29,25655,delivered,12/19/2017 8:49,25655,delivered,1,ProdName28,182.86,552,182.86,Hyderabad,DistName3,RetailerID25,1159
30,25655,delivered,12/19/2017 8:49,25655,delivered,2,ProdName29,77.86,5806,155.72,Hyderabad,DistName1,RetailerID137,1159
31,25655,delivered,12/19/2017 8:49,25655,delivered,2,ProdName30,53.57,3291,107.14,Hyderabad,DistName1,RetailerID56,1159
32,25655,delivered,12/19/2017 8:49,25655,delivered,1,ProdName31,46.07,1171,46.07,Hyderabad,DistName1,RetailerID68,1159
33,25655,delivered,12/19/2017 8:49,25655,delivered,2,ProdName32,71.87,6024,143.74,Hyderabad,DistName6,RetailerID55,1159
34,25652,delivered,12/19/2017 6:48,25652,delivered,1,ProdName33,64.29,2201,64.29,Hyderabad,DistName3,RetailerID77,566
35,25654,delivered,12/19/2017 7:57,25654,delivered,1,ProdName34,27.86,883,27.86,Hyderabad,DistName1,RetailerID13,468
36,25653,delivered,12/19/2017 7:31,25653,delivered,1,ProdName35,103.03,2454,103.03,Hyderabad,DistName4,RetailerID94,1519
37,25653,delivered,12/19/2017 7:31,25653,delivered,1,ProdName36,116.74,1732,116.74,Hyderabad,DistName7,RetailerID81,1519
38,25656,processed,12/19/2017 10:24,25656,processed,1,ProdName37,91.53,220,91.53,Hyderabad,DistName3,RetailerID8,91.53
39,25657,delivered,12/21/2017 4:33,25657,delivered,5,ProdName38,38.31,1886,191.55,Hyderabad,DistName1,RetailerID186,471
40,25657,delivered,12/21/2017 4:33,25657,delivered,3,ProdName19,18.04,1844,54.12,Hyderabad,DistName1,RetailerID58,471
41,25657,delivered,12/21/2017 4:33,25657,delivered,2,ProdName39,70.71,1921,141.42,Hyderabad,DistName1,RetailerID91,471
42,25657,delivered,12/21/2017 4:33,25657,delivered,2,ProdName40,88.14,1688,176.28,Hyderabad,DistName3,RetailerID63,471
43,25658,delivered,12/21/2017 9:01,25658,delivered,1,ProdName41,23.46,1935,23.46,Hyderabad,DistName1,RetailerID200,509
44,25658,delivered,12/21/2017 9:01,25658,delivered,6,ProdName42,69.29,3696,415.74,Hyderabad,DistName1,RetailerID13,509
45,25658,delivered,12/21/2017 9:01,25658,delivered,3,ProdName43,39.29,4793,117.87,Hyderabad,DistName9,RetailerID81,509
46,25659,processed,12/21/2017 9:20,25659,processed,2,ProdName44,24.97,2387,49.94,Hyderabad,DistName1,RetailerID16,580.31
47,25659,processed,12/21/2017 9:20,25659,processed,3,ProdName45,105.71,1277,317.13,Hyderabad,DistName1,RetailerID13,580.31
48,25659,processed,12/21/2017 9:20,25659,processed,5,ProdName46,31.1,1021,155.5,Hyderabad,DistName1,RetailerID79,580.31
49,25659,processed,12/21/2017 9:20,25659,processed,2,ProdName47,28.87,4832,57.74,Hyderabad,DistName1,RetailerID137,580.31
50,25660,new,12/21/2017 20:28,25660,rejected,2,ProdName40,88.14,1688,176.28,Hyderabad,DistName3,RetailerID63,563.37
51,25660,new,12/21/2017 20:28,25660,rejected,5,ProdName38,38.31,1886,191.55,Hyderabad,DistName1,RetailerID186,563.37
52,25660,new,12/21/2017 20:28,25660,rejected,3,ProdName19,18.04,1844,54.12,Hyderabad,DistName1,RetailerID58,563.37
53,25660,new,12/21/2017 20:28,25660,rejected,2,ProdName39,70.71,1921,141.42,Hyderabad,DistName1,RetailerID91,563.37
54,26673,Partially Delivered,03-09-2018 17:12,27568,delivered,5,ProdName48,69.68,26986,348.4,Gurugram,DistName6,RetailerID55,383
55,25663,cancelled,12/22/2017 4:46,25663,cancelled,1,ProdName49,93.9,872,93.9,Hyderabad,DistName7,RetailerID81,93.9
56,25661,processed,12/22/2017 4:20,25661,processed,3,ProdName50,33.4,2180,100.2,Hyderabad,DistName1,RetailerID13,2671.84
57,25661,processed,12/22/2017 4:20,25661,processed,2,ProdName51,199.74,NA,399.48,Hyderabad,DistName1,RetailerID13,2671.84
58,25661,processed,12/22/2017 4:20,25661,processed,2,ProdName52,200.7,4441,401.4,Hyderabad,DistName1,RetailerID13,2671.84
59,25661,processed,12/22/2017 4:20,25661,processed,3,ProdName53,39.64,3234,118.92,Hyderabad,DistName3,RetailerID164,2671.84
60,25661,processed,12/22/2017 4:20,25661,processed,5,ProdName35,103.03,2454,515.15,Hyderabad,DistName4,RetailerID94,2671.84
61,25661,processed,12/22/2017 4:20,25661,processed,11,ProdName54,13.74,1212,151.14,Hyderabad,DistName1,RetailerID81,2671.84
62,25661,processed,12/22/2017 4:20,25661,processed,2,ProdName55,58.27,4837,116.54,Hyderabad,DistName3,RetailerID37,2671.84
63,25661,processed,12/22/2017 4:20,25661,processed,1,ProdName56,334.59,5712,334.59,Hyderabad,DistName2,RetailerID5,2671.84
64,25661,processed,12/22/2017 4:20,25661,processed,1,ProdName57,114.4,3518,114.4,Hyderabad,DistName1,RetailerID13,2671.84
65,25661,processed,12/22/2017 4:20,25661,processed,2,ProdName25,29.7,2667,59.4,Hyderabad,DistName3,RetailerID101,2671.84
66,25661,processed,12/22/2017 4:20,25661,processed,2,ProdName58,132.1,1760,264.2,Hyderabad,DistName1,RetailerID36,2671.84
67,25662,processed,12/22/2017 4:37,25662,processed,3,ProdName59,23.07,2963,69.21,Hyderabad,DistName3,RetailerID114,753.45
68,25662,processed,12/22/2017 4:37,25662,processed,1,ProdName60,92.14,2173,92.14,Hyderabad,DistName3,RetailerID8,753.45
69,25662,processed,12/22/2017 4:37,25662,processed,2,ProdName61,37.29,2010,74.58,Hyderabad,DistName1,RetailerID13,753.45
70,25662,processed,12/22/2017 4:37,25662,processed,2,ProdName62,140.4,2527,280.8,Hyderabad,DistName3,RetailerID179,753.45
71,25662,processed,12/22/2017 4:37,25662,processed,2,ProdName63,70.72,2708,141.44,Hyderabad,DistName3,RetailerID35,753.45
72,25662,processed,12/22/2017 4:37,25662,processed,2,ProdName64,47.64,4309,95.28,Hyderabad,DistName1,RetailerID115,753.45
73,25664,cancelled,12/22/2017 6:18,25664,cancelled,5,ProdName65,75,99,375,Hyderabad,DistName1,RetailerID215,730.74
74,25664,cancelled,12/22/2017 6:18,25664,cancelled,6,ProdName66,59.29,1786,355.74,Hyderabad,DistName1,RetailerID16,730.74
75,25665,cancelled,12/22/2017 6:23,25665,cancelled,6,ProdName66,59.29,1786,355.74,Hyderabad,DistName1,RetailerID16,730.74
76,25665,cancelled,12/22/2017 6:23,25665,cancelled,5,ProdName65,75,99,375,Hyderabad,DistName1,RetailerID215,730.74
77,25668,cancelled,12/27/2017 7:37,25668,cancelled,7,ProdName67,44.29,5,310.03,Hyderabad,DistName3,RetailerID127,310.03
78,25666,processed,12/26/2017 7:07,25666,processed,2,ProdName68,14.58,4760,29.16,Hyderabad,DistName8,RetailerID9,704.18
79,25666,processed,12/26/2017 7:07,25666,processed,1,ProdName69,92.86,4024,92.86,Hyderabad,DistName1,RetailerID43,704.18
80,25666,processed,12/26/2017 7:07,25666,processed,1,ProdName70,11.83,NA,11.83,Hyderabad,DistName4,RetailerID94,704.18
81,25666,processed,12/26/2017 7:07,25666,processed,1,ProdName71,124.29,1139,124.29,Hyderabad,DistName1,RetailerID13,704.18
82,25666,processed,12/26/2017 7:07,25666,processed,1,ProdName72,156.43,4546,156.43,Hyderabad,DistName3,RetailerID90,704.18
83,25661,processed,12/22/2017 4:20,25661,processed,2,ProdName73,48.21,NA,96.42,Hyderabad,DistName1,RetailerID43,2671.84
84,25666,processed,12/26/2017 7:07,25666,processed,2,ProdName74,33.82,2825,67.64,Hyderabad,DistName4,RetailerID94,704.18
85,25666,processed,12/26/2017 7:07,25666,processed,2,ProdName75,41.34,1182,82.68,Hyderabad,DistName1,RetailerID13,704.18
86,25667,processed,12/26/2017 12:24,25667,processed,15,ProdName76,138.21,7584,2073.15,Hyderabad,DistName3,RetailerID60,2073.15
87,25669,processed,12/27/2017 12:18,25669,processed,1,ProdName76,138.21,7584,138.21,Hyderabad,DistName3,RetailerID60,138.21
88,25670,processed,12/27/2017 13:24,25670,processed,1,ProdName76,138.21,7584,138.21,Hyderabad,DistName3,RetailerID60,138.21
89,25671,new,12/29/2017 6:24,25671,new,10,ProdName76,138.21,7584,1382.1,Hyderabad,DistName3,RetailerID60,1382.1
90,25672,new,12/29/2017 6:28,25672,new,10,ProdName23,19.83,10,198.3,Hyderabad,DistName3,RetailerID44,198.3
91,25674,processed,12/29/2017 6:57,25674,processed,1,ProdName77,75.93,3,75.93,Hyderabad,DistName1,RetailerID141,75.93
92,25666,processed,12/26/2017 7:07,25666,processed,3,ProdName78,46.43,NA,139.29,Hyderabad,DistName1,RetailerID13,704.18
93,25675,processed,01-02-2018 06:26,25675,processed,1,ProdName79,33.71,147,33.71,Hyderabad,DistName1,RetailerID13,33.71
94,25676,processed,01-02-2018 06:46,25676,processed,1,ProdName80,77.86,34,77.86,Hyderabad,DistName3,RetailerID67,77.86
95,25673,processed,12/29/2017 6:40,25673,processed,10,ProdName81,60.71,21,607.1,Hyderabad,DistName3,RetailerID90,607.1
96,25680,new,01-04-2018 09:58,25681,rejected,20,ProdName10,19.44,922,388.8,Hyderabad,DistName1,RetailerID56,1095.9
97,25680,new,01-04-2018 09:58,25681,rejected,10,ProdName82,70.71,2620,707.1,Hyderabad,DistName4,RetailerID139,1095.9
98,25680,new,01-04-2018 09:58,25682,new,5,ProdName83,57.86,948,289.3,Hyderabad,DistName1,RetailerID20,289.3
99,25681,cancelled,01-04-2018 10:14,25683,cancelled,10,ProdName84,14.26,144,142.6,Hyderabad,DistName1,RetailerID177,708.25
100,25681,cancelled,01-04-2018 10:14,25683,cancelled,5,ProdName67,44.29,5,221.45,Hyderabad,DistName3,RetailerID127,708.25
101,25681,cancelled,01-04-2018 10:14,25683,cancelled,20,ProdName85,17.21,149,344.2,Hyderabad,DistName1,RetailerID81,708.25
102,25682,cancelled,01-04-2018 10:28,25685,cancelled,5,ProdName86,95.36,1571,476.8,Hyderabad,DistName3,RetailerID114,1212.86
103,25682,cancelled,01-04-2018 10:28,25685,cancelled,2,ProdName87,261.08,5379,522.16,Hyderabad,DistName1,RetailerID200,1212.86
104,25682,cancelled,01-04-2018 10:28,25685,cancelled,15,ProdName84,14.26,144,213.9,Hyderabad,DistName1,RetailerID177,1212.86
105,25682,cancelled,01-04-2018 10:28,25686,cancelled,3,ProdName88,44,2292,132,Hyderabad,DistName2,RetailerID178,132
106,25677,processed,01-03-2018 11:53,25677,processed,1,ProdName68,14.58,4760,14.58,Hyderabad,DistName8,RetailerID9,3680.2
107,25677,processed,01-03-2018 11:53,25677,processed,20,ProdName69,92.86,4024,1857.2,Hyderabad,DistName1,RetailerID43,3680.2
108,25683,processed,1/22/2018 9:04,25687,processed,7,ProdName89,69.29,NA,485.03,Hyderabad,DistName1,RetailerID13,7901.36
109,25677,processed,01-03-2018 11:53,25677,processed,2,ProdName90,82.79,35,165.58,Hyderabad,DistName1,RetailerID13,3680.2
110,25677,processed,01-03-2018 11:53,25677,processed,11,ProdName81,60.71,21,667.81,Hyderabad,DistName3,RetailerID90,3680.2
111,25678,processed,01-03-2018 12:07,25678,processed,2,ProdName90,82.79,35,165.58,Hyderabad,DistName1,RetailerID13,458.74
112,25685,processed,1/23/2018 6:47,25689,processed,2,ProdName91,75.62,NA,151.24,Hyderabad,DistName1,RetailerID65,1063.91
113,25678,processed,01-03-2018 12:07,25678,processed,2,ProdName69,92.86,4024,185.72,Hyderabad,DistName1,RetailerID43,458.74
114,25678,processed,01-03-2018 12:07,25678,processed,1,ProdName68,14.58,4760,14.58,Hyderabad,DistName8,RetailerID9,458.74
115,25679,processed,01-03-2018 12:22,25679,processed,1,ProdName92,367.32,762,367.32,Hyderabad,DistName4,RetailerID118,7099.37
116,25679,processed,01-03-2018 12:22,25679,processed,43,ProdName93,133.93,1526,5758.99,Hyderabad,DistName3,RetailerID8,7099.37
117,25679,processed,01-03-2018 12:22,25679,processed,2,ProdName37,91.53,220,183.06,Hyderabad,DistName3,RetailerID8,7099.37
118,25679,processed,01-03-2018 12:22,25679,processed,3,ProdName94,22.86,608,68.58,Hyderabad,DistName4,RetailerID71,7099.37
119,25683,processed,1/22/2018 9:04,25687,processed,3,ProdName95,81.43,NA,244.29,Hyderabad,DistName1,RetailerID122,7901.36
120,25679,processed,01-03-2018 12:22,25679,processed,4,ProdName96,157.14,2672,628.56,Hyderabad,DistName3,RetailerID8,7099.37
121,25686,processed,1/23/2018 6:52,25690,processed,12,ProdName97,31.13,NA,373.56,Hyderabad,DistName1,RetailerID122,1473.28
122,25683,processed,1/22/2018 9:04,25687,processed,3,ProdName98,80.79,2734,242.37,Hyderabad,DistName3,RetailerID101,7901.36
123,25683,processed,1/22/2018 9:04,25687,processed,6,ProdName99,73.88,1839,443.28,Hyderabad,DistName1,RetailerID31,7901.36
124,25683,processed,1/22/2018 9:04,25687,processed,10,ProdName100,199.29,3183,1992.9,Hyderabad,DistName3,RetailerID52,7901.36
125,25683,processed,1/22/2018 9:04,25687,processed,3,ProdName101,210.72,3343,632.16,Hyderabad,DistName3,RetailerID52,7901.36
126,25683,processed,1/22/2018 9:04,25687,processed,10,ProdName102,90.64,1324,906.4,Hyderabad,DistName3,RetailerID44,7901.36
127,25683,processed,1/22/2018 9:04,25687,processed,10,ProdName46,31.1,1021,311,Hyderabad,DistName1,RetailerID79,7901.36
128,25683,processed,1/22/2018 9:04,25687,processed,2,ProdName103,37.14,1134,74.28,Hyderabad,DistName1,RetailerID31,7901.36
129,25683,processed,1/22/2018 9:04,25687,processed,1,ProdName104,64.79,904,64.79,Hyderabad,DistName3,RetailerID37,7901.36
130,25683,processed,1/22/2018 9:04,25687,processed,6,ProdName105,90,5544,540,Hyderabad,DistName8,RetailerID9,7901.36
131,25683,processed,1/22/2018 9:04,25687,processed,1,ProdName106,69.64,1425,69.64,Hyderabad,DistName7,RetailerID133,7901.36
132,25685,processed,1/23/2018 6:47,25689,processed,4,ProdName107,26.21,NA,104.84,Hyderabad,DistName1,RetailerID215,1063.91
133,25683,processed,1/22/2018 9:04,25687,processed,1,ProdName108,500,1476,500,Hyderabad,DistName1,RetailerID116,7901.36
134,25683,processed,1/22/2018 9:04,25687,processed,10,ProdName109,31.43,540,314.3,Hyderabad,DistName2,RetailerID50,7901.36
135,25683,processed,1/22/2018 9:04,25687,processed,2,ProdName110,277.96,2737,555.92,Hyderabad,DistName3,RetailerID8,7901.36
136,25683,processed,1/22/2018 9:04,25687,processed,4,ProdName111,131.25,3840,525,Hyderabad,DistName2,RetailerID5,7901.36
137,26150,delivered,2/17/2018 6:20,26534,delivered,1,ProdName112,142.86,33653,142.86,Gurugram,DistName7,RetailerID81,135
138,25684,processed,1/23/2018 6:30,25688,processed,1,ProdName113,42.93,131,42.93,Hyderabad,DistName1,RetailerID91,877.53
139,25684,processed,1/23/2018 6:30,25688,processed,1,ProdName114,50.71,898,50.71,Hyderabad,DistName3,RetailerID33,877.53
140,25684,processed,1/23/2018 6:30,25688,processed,2,ProdName115,21.43,2749,42.86,Hyderabad,DistName1,RetailerID175,877.53
141,25684,processed,1/23/2018 6:30,25688,processed,2,ProdName116,7.14,4357,14.28,Hyderabad,DistName3,RetailerID10,877.53
142,25684,processed,1/23/2018 6:30,25688,processed,1,ProdName117,111.42,30,111.42,Hyderabad,DistName5,RetailerID119,877.53
143,25684,processed,1/23/2018 6:30,25688,processed,2,ProdName118,48.29,1728,96.58,Hyderabad,DistName1,RetailerID2,877.53
144,25684,processed,1/23/2018 6:30,25688,processed,1,ProdName119,157.69,109,157.69,Hyderabad,DistName3,RetailerID78,877.53
145,25684,processed,1/23/2018 6:30,25688,processed,1,ProdName33,64.29,2201,64.29,Hyderabad,DistName3,RetailerID77,877.53
146,25685,processed,1/23/2018 6:47,25689,processed,4,ProdName65,75,99,300,Hyderabad,DistName1,RetailerID215,1063.91
147,25685,processed,1/23/2018 6:47,25689,processed,2,ProdName120,102.4,507,204.8,Hyderabad,DistName3,RetailerID35,1063.91
148,25685,processed,1/23/2018 6:47,25689,processed,5,ProdName43,39.29,4793,196.45,Hyderabad,DistName9,RetailerID81,1063.91
149,25686,processed,1/23/2018 6:52,25690,processed,3,ProdName121,49.29,1779,147.87,Hyderabad,DistName1,RetailerID2,1473.28
150,25686,processed,1/23/2018 6:52,25690,processed,10,ProdName122,56.79,1006,567.9,Hyderabad,DistName1,RetailerID58,1473.28
151,25684,processed,1/23/2018 6:30,25688,processed,1,ProdName123,172.23,556,172.23,Hyderabad,DistName3,RetailerID25,877.53
152,25684,processed,1/23/2018 6:30,25688,processed,2,ProdName124,41.14,2407,82.28,Hyderabad,DistName1,RetailerID21,877.53
153,25684,processed,1/23/2018 6:30,25688,processed,1,ProdName125,42.26,896,42.26,Hyderabad,DistName3,RetailerID33,877.53
154,25685,processed,1/23/2018 6:47,25689,processed,2,ProdName126,53.29,612,106.58,Hyderabad,DistName3,RetailerID146,1063.91
155,25686,processed,1/23/2018 6:52,25690,processed,5,ProdName127,76.79,3226,383.95,Hyderabad,DistName3,RetailerID123,1473.28
156,25687,processed,1/23/2018 7:12,25691,processed,2,ProdName128,135.28,3211,270.56,Hyderabad,DistName1,RetailerID137,694.49
157,25687,processed,1/23/2018 7:12,25691,processed,1,ProdName129,75.62,2690,75.62,Hyderabad,DistName3,RetailerID148,694.49
158,25687,processed,1/23/2018 7:12,25691,processed,2,ProdName130,30.74,2282,61.48,Hyderabad,DistName3,RetailerID164,694.49
159,25687,processed,1/23/2018 7:12,25691,processed,3,ProdName13,77.86,2747,233.58,Hyderabad,DistName1,RetailerID16,694.49
160,25687,processed,1/23/2018 7:12,25691,processed,5,ProdName131,10.65,378,53.25,Hyderabad,DistName1,RetailerID13,694.49
161,25688,processed,1/23/2018 7:16,25692,processed,1,ProdName132,60.71,1045,60.71,Hyderabad,DistName1,RetailerID109,2492.79
162,25688,processed,1/23/2018 7:16,25692,processed,1,ProdName133,162.68,2704,162.68,Hyderabad,DistName1,RetailerID79,2492.79
163,25688,processed,1/23/2018 7:16,25692,processed,5,ProdName134,61.29,891,306.45,Hyderabad,DistName3,RetailerID67,2492.79
164,25688,processed,1/23/2018 7:16,25692,processed,6,ProdName135,25.5,4845,153,Hyderabad,DistName1,RetailerID13,2492.79
165,25688,processed,1/23/2018 7:16,25692,processed,6,ProdName136,42.32,5962,253.92,Hyderabad,DistName1,RetailerID13,2492.79
166,25688,processed,1/23/2018 7:16,25692,processed,6,ProdName137,49.28,906,295.68,Hyderabad,DistName1,RetailerID18,2492.79
167,25688,processed,1/23/2018 7:16,25692,processed,5,ProdName138,191.92,3786,959.6,Hyderabad,DistName1,RetailerID21,2492.79
168,25688,processed,1/23/2018 7:16,25692,processed,3,ProdName139,57.86,3776,173.58,Hyderabad,DistName10,RetailerID224,2492.79
169,25688,processed,1/23/2018 7:16,25692,processed,1,ProdName140,75.62,2094,75.62,Hyderabad,DistName1,RetailerID119,2492.79
170,25689,processed,1/23/2018 7:26,25693,processed,3,ProdName141,112.56,466,337.68,Hyderabad,DistName1,RetailerID13,864.21
171,25689,processed,1/23/2018 7:26,25693,processed,3,ProdName142,110.71,2706,332.13,Hyderabad,DistName2,RetailerID37,864.21
172,25689,processed,1/23/2018 7:26,25693,processed,10,ProdName10,19.44,922,194.4,Hyderabad,DistName1,RetailerID56,864.21
173,26669,processed,03-09-2018 15:48,27570,processed,6,ProdName143,54.29,5561,325.74,Hyderabad,DistName3,RetailerID52,6461.74
174,25692,processed,1/24/2018 5:41,25696,processed,1,ProdName144,158.71,363,158.71,Hyderabad,DistName3,RetailerID8,4578.9
175,25692,processed,1/24/2018 5:41,25696,processed,1,ProdName145,350.64,3749,350.64,Hyderabad,DistName3,RetailerID19,4578.9
176,25692,processed,1/24/2018 5:41,25696,processed,2,ProdName146,59.64,5613,119.28,Hyderabad,DistName1,RetailerID16,4578.9
177,25692,processed,1/24/2018 5:41,25696,processed,1,ProdName147,58,1494,58,Hyderabad,DistName3,RetailerID101,4578.9
178,25692,processed,1/24/2018 5:41,25696,processed,1,ProdName148,3687.62,724,3687.62,Hyderabad,DistName8,RetailerID156,4578.9
179,25692,processed,1/24/2018 5:41,25696,processed,1,ProdName149,109.29,5234,109.29,Hyderabad,DistName1,RetailerID74,4578.9
180,25692,processed,1/24/2018 5:41,25696,processed,1,ProdName150,95.36,5237,95.36,Hyderabad,DistName3,RetailerID95,4578.9
181,25691,processed,1/24/2018 5:02,25695,processed,2,ProdName142,110.71,2706,221.42,Hyderabad,DistName2,RetailerID37,845
182,25691,processed,1/24/2018 5:02,25695,processed,3,ProdName151,97.14,189,291.42,Hyderabad,DistName3,RetailerID52,845
183,25691,processed,1/24/2018 5:02,25695,processed,3,ProdName152,110.72,1028,332.16,Hyderabad,DistName7,RetailerID194,845
184,25694,processed,1/24/2018 6:40,25698,processed,30,ProdName153,87.86,775,2635.8,Hyderabad,DistName3,RetailerID95,4319.31
185,25694,processed,1/24/2018 6:40,25698,processed,10,ProdName154,43.93,2586,439.3,Hyderabad,DistName3,RetailerID95,4319.31
186,25694,processed,1/24/2018 6:40,25698,processed,2,ProdName155,297.1,4130,594.2,Hyderabad,DistName1,RetailerID42,4319.31
187,25694,processed,1/24/2018 6:40,25698,processed,1,ProdName156,83.89,4172,83.89,Hyderabad,DistName1,RetailerID115,4319.31
188,25694,processed,1/24/2018 6:40,25698,processed,4,ProdName157,141.53,5477,566.12,Hyderabad,DistName1,RetailerID119,4319.31
189,25690,processed,1/24/2018 4:46,25694,processed,10,ProdName158,36.93,660,369.3,Hyderabad,DistName3,RetailerID51,2194.92
190,25688,processed,1/23/2018 7:16,25692,processed,1,ProdName159,51.55,NA,51.55,Hyderabad,DistName1,RetailerID116,2492.79
191,25690,processed,1/24/2018 4:46,25694,processed,2,ProdName160,42.79,617,85.58,Hyderabad,DistName3,RetailerID25,2194.92
192,25690,processed,1/24/2018 4:46,25694,processed,2,ProdName161,70.71,618,141.42,Hyderabad,DistName3,RetailerID25,2194.92
193,25690,processed,1/24/2018 4:46,25694,processed,2,ProdName162,90.09,4448,180.18,Hyderabad,DistName1,RetailerID20,2194.92
194,25690,processed,1/24/2018 4:46,25694,processed,2,ProdName163,12.77,4451,25.54,Hyderabad,DistName1,RetailerID20,2194.92
195,25695,processed,1/24/2018 6:43,25700,processed,1,ProdName164,235.72,481,235.72,Hyderabad,DistName3,RetailerID25,915.7
196,25695,processed,1/24/2018 6:43,25700,processed,1,ProdName165,70.36,1088,70.36,Hyderabad,DistName4,RetailerID94,915.7
197,25695,processed,1/24/2018 6:43,25700,processed,1,ProdName166,47.5,3163,47.5,Hyderabad,DistName3,RetailerID77,915.7
198,25695,processed,1/24/2018 6:43,25700,processed,1,ProdName167,510.7,304,510.7,Hyderabad,DistName7,RetailerID81,915.7
199,25695,processed,1/24/2018 6:43,25700,processed,2,ProdName168,25.71,5866,51.42,Hyderabad,DistName3,RetailerID123,915.7
200,26150,delivered,2/17/2018 6:20,26535,delivered,2,ProdName169,52,33588,104,Gurugram,DistName2,RetailerID37,113
201,25697,processed,1/24/2018 7:14,25702,processed,3,ProdName170,103.57,476,310.71,Hyderabad,DistName1,RetailerID163,1238.23
202,25697,processed,1/24/2018 7:14,25702,processed,3,ProdName171,155.72,685,467.16,Hyderabad,DistName3,RetailerID214,1238.23
203,25697,processed,1/24/2018 7:14,25702,processed,2,ProdName172,139.64,374,279.28,Hyderabad,DistName10,RetailerID192,1238.23
204,25698,processed,1/24/2018 7:19,25703,processed,3,ProdName173,20.17,788,60.51,Hyderabad,DistName1,RetailerID79,531.03
205,25698,processed,1/24/2018 7:19,25703,processed,1,ProdName174,277.14,2557,277.14,Hyderabad,DistName3,RetailerID114,531.03
206,25696,processed,1/24/2018 7:08,25701,processed,3,ProdName175,46.36,1194,139.08,Hyderabad,DistName1,RetailerID15,416.55
207,25696,processed,1/24/2018 7:08,25701,processed,1,ProdName176,135.71,4442,135.71,Hyderabad,DistName1,RetailerID13,416.55
